km/h,rpm,m
83.25509305,10322.30754,-25.298
83.39986032,10340.25638,-25.298
83.54159311,10357.829,-25.298
83.68031339,10375.0281,-25.298
83.81604337,10391.85646,-25.298
83.94880552,10408.31686,-25.298
84.0786226,10424.41211,-25.298
84.20551765,10440.14508,-25.298
84.32951401,10455.51866,-25.298
84.45063537,10470.53578,-25.298
84.56890574,10485.19942,-25.298
84.68434951,10499.51262,-25.298
84.79699142,10513.47842,-25.298
84.90685662,10527.09996,-25.298
85.01397067,10540.3804,-25.298
85.11835953,10553.32296,-25.298
85.22004963,10565.93091,-25.298
85.31906783,10578.20759,-25.298
85.4154415,10590.1564,-25.298
85.50919848,10601.78077,-25.298
85.6003671,10613.08423,-25.298
85.68897625,10624.07035,-25.298
85.77505532,10634.74279,-25.298
85.85863429,10645.10525,-25.298
85.93974367,10655.16153,-25.298
86.01841459,10664.91547,-25.298
86.09467874,10674.37101,-25.298
86.16856844,10683.53216,-25.298
86.24011661,10692.403,-25.298
86.30935681,10700.98768,-25.298
86.37632323,10709.29045,-25.298
86.44105071,10717.31563,-25.298
86.50357473,10725.06761,-25.298
86.56393143,10732.55088,-25.298
86.6221576,10739.77,-25.298
86.67829067,10746.72961,-25.298
86.73236874,10753.43443,-25.298
86.78443054,10759.88927,-25.298
86.83451544,10766.099,-25.298
86.88266343,10772.06858,-25.298
86.92891509,10777.80305,-25.298
86.97331161,10783.30752,-25.298
87.01589473,10788.58715,-25.298
87.05670673,10793.64718,-25.298
87.09579037,10798.49293,-25.298
87.13318892,10803.12976,-25.298
87.16894604,10807.56307,-25.298
87.20310578,10811.79834,-25.298
87.23571255,10815.84106,-25.298
87.266811,10819.69677,-25.298
87.29644602,10823.37104,-25.298
87.32466268,10826.86946,-25.298
87.35150611,10830.19762,-25.298
87.37702149,10833.36112,-25.298
87.40125395,10836.36556,-25.298
87.42424848,10839.21652,-25.298
87.44604991,10841.91955,-25.298
87.46670275,10844.48017,-25.298
87.48625121,10846.90387,-25.298
87.62597993,10864.22801,0
87.76467733,10881.42428,0
87.90235405,10898.494,0
88.03902054,10915.43847,0
88.1746871,10932.25897,0
88.30936388,10948.95675,0
88.44306091,10965.53305,0
88.57578802,10981.98911,0
88.70755494,10998.32611,0
88.83845326,11014.55542,0
88.96849109,11030.67804,0
89.0976764,11046.69497,0
