km/h,rpm,m
36.00614392,7889.765096,5.693251412
35.82679448,7850.465554,5.631682973
35.65249987,7812.27364,5.570114533
35.48501621,7775.574161,5.508546094
35.32694263,7740.936645,5.446977655
35.18248187,7709.282006,5.385409216
35.05971561,7682.381125,5.323840776
35.04664482,7679.517019,5.262272337
35.03357404,7676.652914,5.370164239
35.09619233,7690.374004,5.478056142
35.18332472,7709.466693,5.585948044
35.28749882,7732.293608,5.693839946
35.40477332,7757.991119,5.801731849
35.53261324,7786.003753,5.909623751
35.66921947,7815.937285,6.017515653
35.81323704,7847.494809,6.125407556
35.96360409,7880.44365,6.233299458
36.11946444,7914.596199,6.34119136
36.28011288,7949.797925,6.577251176
36.45541906,7988.211498,6.813310991
36.64240138,8029.183575,7.049370806
36.83888658,8072.237952,7.285430621
37.04322037,8117.012134,7.521490437
37.25410451,8163.221644,7.757550252
37.47049679,8210.638115,7.993610067
37.6915458,8259.074982,8.229669882
37.91654619,8308.377685,8.465729698
38.1449069,8358.41671,8.701789513
38.3761279,8409.08249,9.191945411
38.61608873,8461.663366,9.682101309
38.86287378,8515.739585,10.17225721
39.11503639,8570.994147,10.66241311
39.37145796,8627.181945,11.152569
39.63125732,8684.109895,11.6427249
39.89372977,8741.623578,12.1328808
40.15830461,8799.597944,12.6230367
40.42451482,8857.930655,13.1131926
40.69197474,8916.537207,13.6033485
40.96036353,8975.347296,14.9272295
41.23446007,9035.408082,16.2511105
41.51239469,9096.309878,17.5749915
41.79289054,9157.772899,18.8988725
42.07504553,9219.599475,20.2227535
42.35820508,9281.646173,21.5466345
42.64188399,9343.806675,22.8705155
42.92571638,9406.000807,24.1943965
43.2094225,9468.167271,25.5182775
43.49278609,9530.258679,26.8421585
43.77563854,9592.238084,43.37492745
44.05678873,9653.844486,59.9076964
44.3340968,9714.608991,76.44046535
44.60766223,9774.553398,92.9732343
44.87810782,9833.814179,109.5060032
45.14566957,9892.443044,126.0387722
45.41041153,9950.454029,142.5715411
45.67239545,10007.86066,159.1043101
45.93168087,10064.676,175.637079
46.18833763,10120.91533,192.169848
46.44242605,10176.59188,192.169848
46.6939992,10231.71728,192.169848
